Price,Bedrooms,Bathrooms,Square Footage,Lot Size (Acres),Features,Listing Description
422000.0,4,2.0,1978,0.25,"['smart home features', 'professional landscaping', 'custom lighting', 'walk-in closets', 'energy-efficient systems', 'high-end appliances', 'gourmet kitchen']","Your dream lifestyle starts here! This beautiful 4-bedroom home is nothing short of spectacular. Perfectly positioned in a waterfront community, the 1978 square foot residence is a true standout. 2 designer bathrooms and a 0.2-acre lot create an unparalleled living experience. Be captivated by remarkable features including high-end appliances, walk-in closets, energy-efficient systems. An exceptional opportunity at $422,000.0."
295600.0,3,1.5,1089,0.17,"['energy-efficient windows', 'functional storage', 'modern lighting', 'ceiling fans', 'basic landscaping', 'nice appliances', 'hardwood floors']","A home that truly has it all! This pristine 3-bedroom property is a game-changer. Situated in a scenic enclave, the 1089 square foot layout maximizes every square inch. 1.5 beautifully designed bathrooms grace this 0.2-acre retreat. Fall in love with exceptional features such as functional storage, energy-efficient windows, ceiling fans, hardwood floors. An incredible value at $295,600.0."
536000.0,6,3.0,3023,0.36,"['walk-in closets', 'smart home features', 'spa-like bathrooms', 'energy-efficient systems', 'high-end appliances', 'gourmet kitchen', 'designer windows', 'outdoor living spaces']","Experience luxury reimagined in this exceptional 6-bedroom marvel. Situated in a urban oasis, the 3023 square foot floor plan maximizes both style and function. Featuring 3 bathrooms and a sprawling 0.4-acre setting, every detail has been meticulously crafted. Standout characteristics include spa-like bathrooms, outdoor living spaces, high-end appliances. Your lifestyle upgrade awaits at $536,000.0."
305900.0,3,1.5,1430,0.12,"['basic landscaping', 'energy-efficient windows', 'ceiling fans', 'modern lighting', 'nice appliances', 'functional storage', 'updated kitchen']","Architectural brilliance meets everyday comfort in this breathtaking 3-bedroom masterpiece. Commanding a prime spot in a prime location, the 1430 square foot residence speaks volumes. 1.5 designer bathrooms and a 0.1-acre lot create the ultimate living environment. Be captivated by unique elements such as modern lighting, energy-efficient windows, nice appliances. Exclusively available at $305,900.0."
210100.0,3,1.5,1236,0.17,"['hardwood floors', 'nice appliances', 'modern lighting', 'updated kitchen', 'functional storage']","A rare find has arrived! This impressive 3-bedroom residence redefines home living. Commanding a prime location in a scenic enclave, the 1236 square foot layout is pure inspiration. 1.5 carefully designed bathrooms and a 0.2-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as hardwood floors, updated kitchen, modern lighting, functional storage, nice appliances. An unbelievable value at $210,100.0."
545400.0,6,3.5,2616,0.25,"['smart home features', 'walk-in closets', 'professional landscaping', 'high-end appliances', 'gourmet kitchen', 'hardwood floors', 'energy-efficient systems', 'spa-like bathrooms', 'designer windows']","A home that truly has it all! This beautiful 6-bedroom property is a game-changer. Situated in a up-and-coming area, the 2616 square foot layout maximizes every square inch. 3.5 beautifully designed bathrooms grace this 0.2-acre retreat. Fall in love with exceptional features such as walk-in closets, gourmet kitchen, smart home features, high-end appliances, energy-efficient systems. An incredible value at $545,400.0."
367900.0,5,2.5,2201,0.25,"['energy-efficient systems', 'professional landscaping', 'hardwood floors', 'gourmet kitchen', 'walk-in closets', 'smart home features', 'outdoor living spaces', 'custom lighting', 'spa-like bathrooms', 'designer windows', 'high-end appliances']","Discover your personal oasis in this magnificent 5-bedroom haven. Strategically located in a prime location, the 2201 square foot home is a breath of fresh air. 2.5 meticulously crafted bathrooms and a 0.2-acre lot offer the ultimate in privacy and comfort. Distinctive touches like energy-efficient systems, designer windows, high-end appliances set this property apart. Remarkably priced at $367,900.0."
195800.0,3,1.5,1006,0.09,"['vinyl siding', 'standard windows', 'modest kitchen']","Your search for perfection ends here! This charming 3-bedroom home is simply incomparable. Located in a up-and-coming area, the 1006 square foot residence is a breath of fresh air. 1.5 elegantly appointed bathrooms complement the 0.1-acre grounds. Experience living at its finest with extraordinary features including standard windows, vinyl siding, modest kitchen. An investment in your future at $195,800.0."
274800.0,3,1.5,1441,0.14,"['hardwood floors', 'functional storage', 'updated kitchen', 'modern lighting', 'energy-efficient windows', 'basic landscaping', 'ceiling fans']","Prepare for love at first sight with this incredible 3-bedroom retreat. Tucked away in a mountain view locale, the 1441 square foot home is a sanctuary of modern design. 1.5 thoughtfully designed bathrooms complement the expansive 0.1-acre property. Discover exceptional living through features like modern lighting, functional storage, updated kitchen, basic landscaping, hardwood floors. An unbeatable value at $274,800.0."
208900.0,3,2.0,1404,0.14,"['energy-efficient windows', 'basic landscaping', 'functional storage', 'modern lighting', 'hardwood floors', 'updated kitchen']","Your search for perfection ends here! This modern 3-bedroom home is simply incomparable. Located in a golf course adjacent, the 1404 square foot residence is a breath of fresh air. 2 elegantly appointed bathrooms complement the 0.1-acre grounds. Experience living at its finest with extraordinary features including functional storage, hardwood floors, energy-efficient windows, modern lighting, basic landscaping. An investment in your future at $208,900.0."
170600.0,2,1.0,859,0.12,"['basic tile floors', 'standard windows', 'modest kitchen', 'basic lighting']","Your search for perfection ends here! This beautiful 2-bedroom home is a cut above the rest. Nestled in a mountain view locale, the 859 square foot layout defines modern living. With 1 impeccable bathrooms spread across a 0.1-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like basic lighting, standard windows, modest kitchen. Priced to sell at $170,600.0."
429500.0,4,2.0,1833,0.61,"['high-end appliances', 'outdoor living spaces', 'professional landscaping', 'custom lighting', 'energy-efficient systems', 'designer windows', 'spa-like bathrooms', 'hardwood floors', 'gourmet kitchen', 'walk-in closets']","A home that truly has it all! This inviting 4-bedroom property is a game-changer. Situated in a historic district, the 1833 square foot layout maximizes every square inch. 2 beautifully designed bathrooms grace this 0.6-acre retreat. Fall in love with exceptional features such as high-end appliances, professional landscaping, energy-efficient systems. An incredible value at $429,500.0."
636500.0,4,2.5,1779,0.69,"['professional landscaping', 'smart home features', 'walk-in closets', 'gourmet kitchen', 'energy-efficient systems', 'spa-like bathrooms', 'designer windows', 'custom lighting', 'outdoor living spaces', 'high-end appliances']","Architectural brilliance meets everyday comfort in this impressive 4-bedroom masterpiece. Commanding a prime spot in a historic district, the 1779 square foot residence speaks volumes. 2.5 designer bathrooms and a 0.7-acre lot create the ultimate living environment. Be captivated by unique elements such as walk-in closets, outdoor living spaces, spa-like bathrooms. Exclusively available at $636,500.0."
169500.0,2,1.0,718,0.08,"['basic tile floors', 'basic lighting', 'vinyl siding']","Experience luxury reimagined in this modern 2-bedroom marvel. Situated in a waterfront community, the 718 square foot floor plan maximizes both style and function. Featuring 1 bathrooms and a sprawling 0.1-acre setting, every detail has been meticulously crafted. Standout characteristics include vinyl siding, basic tile floors, basic lighting. Your lifestyle upgrade awaits at $169,500.0."
371500.0,4,2.5,1598,0.11,"['outdoor living spaces', 'smart home features', 'professional landscaping', 'spa-like bathrooms', 'gourmet kitchen', 'hardwood floors', 'walk-in closets', 'high-end appliances', 'energy-efficient systems', 'designer windows']","Perfection personified describes this impressive 4-bedroom sanctuary. Located in a historic district, this 1598 square foot residence delivers on every level. With 2.5 well-designed bathrooms and a generous 0.1-acre lot, comfort meets sophistication. Indulge in exceptional amenities including designer windows, smart home features, hardwood floors, outdoor living spaces. Your dream home awaits at just $371,500.0."
228600.0,3,2.0,1165,0.05,"['nice appliances', 'modern lighting', 'functional storage', 'ceiling fans', 'energy-efficient windows', 'updated kitchen']","Welcome home to elegance! This stunning 3-bedroom sanctuary redefines residential living. Proudly positioned in a suburban retreat, the 1165 square foot home is a masterclass in design. 2 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including energy-efficient windows, ceiling fans, updated kitchen, modern lighting, functional storage. An unparalleled opportunity at $228,600.0."
244100.0,3,1.5,1109,0.06,"['hardwood floors', 'functional storage', 'modern lighting', 'ceiling fans', 'basic landscaping', 'energy-efficient windows']","Welcome to your dream home! This picturesque 3-bedroom residence redefines modern living. With 1.5 meticulously designed bathrooms and 1109 square feet of living space, every inch has been carefully considered. The 0.1-acre lot provides ample room for your lifestyle. Highlights include hardwood floors, modern lighting, ceiling fans, basic landscaping, functional storage. At $244,100.0, this home is a rare find you won't want to miss."
234000.0,3,2.0,1339,0.25,"['energy-efficient windows', 'ceiling fans', 'basic landscaping', 'updated kitchen', 'modern lighting', 'hardwood floors', 'functional storage']","Prepare to be amazed by this classic 3-bedroom masterpiece. Anchored in a peaceful neighborhood, the 1339 square foot home is a testament to sophisticated living. 2 luxurious bathrooms complement the expansive 0.2-acre property. Experience the extraordinary with features like energy-efficient windows, ceiling fans, hardwood floors. Sensationally priced at $234,000.0."
209900.0,3,2.0,1391,0.16,"['energy-efficient windows', 'hardwood floors', 'ceiling fans', 'modern lighting', 'updated kitchen', 'nice appliances', 'functional storage']","Discover your personal oasis in this elegant 3-bedroom haven. Strategically located in a golf course adjacent, the 1391 square foot home is a breath of fresh air. 2 meticulously crafted bathrooms and a 0.2-acre lot offer the ultimate in privacy and comfort. Distinctive touches like nice appliances, modern lighting, hardwood floors, functional storage set this property apart. Remarkably priced at $209,900.0."
302400.0,4,2.5,1626,0.1,"['modern lighting', 'functional storage', 'hardwood floors', 'updated kitchen', 'basic landscaping']","Your dream lifestyle starts here! This exceptional 4-bedroom home is nothing short of spectacular. Perfectly positioned in a riverside setting, the 1626 square foot residence is a true standout. 2.5 designer bathrooms and a 0.1-acre lot create an unparalleled living experience. Be captivated by remarkable features including basic landscaping, modern lighting, functional storage. An exceptional opportunity at $302,400.0."
212700.0,3,1.5,1495,0.05,"['functional storage', 'nice appliances', 'updated kitchen', 'basic landscaping', 'hardwood floors', 'modern lighting']","Your search for perfection ends here! This picturesque 3-bedroom home is simply incomparable. Located in a urban oasis, the 1495 square foot residence is a breath of fresh air. 1.5 elegantly appointed bathrooms complement the 0.1-acre grounds. Experience living at its finest with extraordinary features including basic landscaping, hardwood floors, functional storage, nice appliances, modern lighting. An investment in your future at $212,700.0."
330400.0,3,2.0,1257,0.22,"['hardwood floors', 'updated kitchen', 'modern lighting', 'functional storage', 'basic landscaping', 'ceiling fans', 'nice appliances', 'energy-efficient windows']","A home that truly has it all! This contemporary 3-bedroom property is a game-changer. Situated in a historic district, the 1257 square foot layout maximizes every square inch. 2 beautifully designed bathrooms grace this 0.2-acre retreat. Fall in love with exceptional features such as energy-efficient windows, ceiling fans, nice appliances, basic landscaping, hardwood floors. An incredible value at $330,400.0."
290700.0,3,1.5,1161,0.22,"['energy-efficient windows', 'functional storage', 'ceiling fans', 'hardwood floors', 'nice appliances', 'basic landscaping', 'updated kitchen', 'modern lighting']","Your search for perfection ends here! This beautiful 3-bedroom home is a cut above the rest. Nestled in a golf course adjacent, the 1161 square foot layout defines modern living. With 1.5 impeccable bathrooms spread across a 0.2-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like nice appliances, functional storage, hardwood floors, modern lighting. Priced to sell at $290,700.0."
269500.0,3,2.0,1056,0.22,"['updated kitchen', 'ceiling fans', 'nice appliances', 'hardwood floors', 'energy-efficient windows', 'modern lighting']","Discover a classic 3-bedroom home that truly stands out in this peaceful neighborhood. Spanning 1056 square feet on a 0.2-acre lot, this property offers 2 bathrooms and unparalleled charm. Standout features include ceiling fans, updated kitchen, modern lighting. Priced at $269,500.0, this home represents an extraordinary opportunity for discerning buyers."
206300.0,2,1.5,826,0.09,"['functional storage', 'basic landscaping', 'hardwood floors', 'nice appliances', 'updated kitchen']","Welcome home to elegance! This elegant 2-bedroom sanctuary redefines residential living. Proudly positioned in a riverside setting, the 826 square foot home is a masterclass in design. 1.5 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including hardwood floors, functional storage, nice appliances, basic landscaping, updated kitchen. An unparalleled opportunity at $206,300.0."
235500.0,2,1.5,1183,0.09,"['ceiling fans', 'energy-efficient windows', 'updated kitchen', 'basic landscaping', 'nice appliances', 'functional storage', 'modern lighting', 'hardwood floors']","A true gem has arrived! This stunning 2-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a prime location, the property spans 1183 square feet of pure inspiration. 1.5 bathrooms provide both luxury and practicality on a 0.1-acre canvas. Distinguished by ceiling fans, updated kitchen, energy-efficient windows, hardwood floors, this home transcends ordinary expectations. Incredibly priced at $235,500.0, opportunity knocks."
401200.0,3,1.5,1563,0.57,"['hardwood floors', 'professional landscaping', 'smart home features', 'gourmet kitchen', 'energy-efficient systems', 'high-end appliances', 'custom lighting', 'walk-in closets', 'spa-like bathrooms', 'designer windows', 'outdoor living spaces']","Your dream lifestyle starts here! This sophisticated 3-bedroom home is nothing short of spectacular. Perfectly positioned in a waterfront community, the 1563 square foot residence is a true standout. 1.5 designer bathrooms and a 0.6-acre lot create an unparalleled living experience. Be captivated by remarkable features including hardwood floors, high-end appliances, designer windows, smart home features, gourmet kitchen. An exceptional opportunity at $401,200.0."
362400.0,5,2.5,2054,0.18,"['professional landscaping', 'energy-efficient systems', 'high-end appliances', 'gourmet kitchen', 'walk-in closets', 'hardwood floors', 'spa-like bathrooms', 'smart home features', 'designer windows', 'custom lighting', 'outdoor living spaces']","Discover your personal oasis in this sophisticated 5-bedroom haven. Strategically located in a prime location, the 2054 square foot home is a breath of fresh air. 2.5 meticulously crafted bathrooms and a 0.2-acre lot offer the ultimate in privacy and comfort. Distinctive touches like energy-efficient systems, designer windows, hardwood floors set this property apart. Remarkably priced at $362,400.0."
200600.0,3,1.5,1326,0.05,"['hardwood floors', 'updated kitchen', 'functional storage', 'energy-efficient windows', 'modern lighting', 'basic landscaping', 'nice appliances']","Your search ends here! This incredible 3-bedroom masterpiece is a testament to refined living. Nestled in a golf course adjacent, the 1326 square foot home boasts 1.5 perfectly appointed bathrooms. The 0.1-acre property offers both elegance and functionality. Elevate your lifestyle with features like hardwood floors, modern lighting, updated kitchen, functional storage. Competitively priced at $200,600.0, this home won't last long."
308600.0,3,1.5,1292,0.15,"['functional storage', 'basic landscaping', 'updated kitchen', 'ceiling fans', 'nice appliances', 'modern lighting']","Your search for perfection ends here! This pristine 3-bedroom home is simply incomparable. Located in a quiet cul-de-sac, the 1292 square foot residence is a breath of fresh air. 1.5 elegantly appointed bathrooms complement the 0.1-acre grounds. Experience living at its finest with extraordinary features including modern lighting, updated kitchen, basic landscaping, functional storage, nice appliances. An investment in your future at $308,600.0."
400500.0,4,2.5,2156,0.33,"['hardwood floors', 'smart home features', 'energy-efficient systems', 'walk-in closets', 'professional landscaping', 'outdoor living spaces', 'designer windows', 'high-end appliances', 'gourmet kitchen', 'spa-like bathrooms']","Prepare to be amazed by this stunning 4-bedroom masterpiece. Anchored in a prime location, the 2156 square foot home is a testament to sophisticated living. 2.5 luxurious bathrooms complement the expansive 0.3-acre property. Experience the extraordinary with features like walk-in closets, designer windows, professional landscaping, spa-like bathrooms, high-end appliances. Sensationally priced at $400,500.0."
152100.0,2,1.5,922,0.11,"['vinyl siding', 'standard windows', 'modest kitchen', 'simple appliances', 'basic tile floors']","Welcome home to elegance! This stunning 2-bedroom sanctuary redefines residential living. Proudly positioned in a tree-lined street, the 922 square foot home is a masterclass in design. 1.5 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including modest kitchen, simple appliances, standard windows. An unparalleled opportunity at $152,100.0."
368600.0,4,2.5,1774,0.47,"['outdoor living spaces', 'custom lighting', 'designer windows', 'spa-like bathrooms', 'high-end appliances', 'smart home features', 'walk-in closets', 'gourmet kitchen', 'hardwood floors']","Welcome to your dream home! This breathtaking 4-bedroom residence redefines modern living. With 2.5 meticulously designed bathrooms and 1774 square feet of living space, every inch has been carefully considered. The 0.5-acre lot provides ample room for your lifestyle. Highlights include custom lighting, hardwood floors, walk-in closets. At $368,600.0, this home is a rare find you won't want to miss."
227500.0,2,1.0,1154,0.12,"['nice appliances', 'hardwood floors', 'modern lighting', 'energy-efficient windows', 'functional storage', 'ceiling fans', 'basic landscaping', 'updated kitchen']","Discover a charming 2-bedroom home that truly stands out in this quiet cul-de-sac. Spanning 1154 square feet on a 0.1-acre lot, this property offers 1 bathrooms and unparalleled charm. Standout features include nice appliances, ceiling fans, updated kitchen, energy-efficient windows. Priced at $227,500.0, this home represents an extraordinary opportunity for discerning buyers."
372600.0,3,2.0,1312,0.14,"['smart home features', 'spa-like bathrooms', 'professional landscaping', 'outdoor living spaces', 'high-end appliances', 'custom lighting', 'energy-efficient systems', 'hardwood floors', 'gourmet kitchen', 'designer windows', 'walk-in closets']","Introducing a home that checks every box! This sophisticated 3-bedroom property is a true showstopper. Perfectly situated in a scenic enclave, the 1312 square foot home is a work of art. 2 stunning bathrooms grace this 0.1-acre estate. Fall in love with unique features like custom lighting, spa-like bathrooms, hardwood floors, outdoor living spaces. Remarkably accessible at $372,600.0."
218500.0,3,2.0,1125,0.15,"['hardwood floors', 'modern lighting', 'nice appliances', 'updated kitchen', 'basic landscaping', 'energy-efficient windows', 'functional storage', 'ceiling fans']","Prepare to be amazed by this remarkable 3-bedroom masterpiece. Anchored in a tree-lined street, the 1125 square foot home is a testament to sophisticated living. 2 luxurious bathrooms complement the expansive 0.1-acre property. Experience the extraordinary with features like modern lighting, functional storage, energy-efficient windows, nice appliances. Sensationally priced at $218,500.0."
150000.0,2,1.0,908,0.12,"['modest kitchen', 'vinyl siding', 'basic tile floors', 'basic lighting', 'standard windows', 'simple appliances']","Introducing a home that checks every box! This delightful 2-bedroom property is a true showstopper. Perfectly situated in a quiet cul-de-sac, the 908 square foot home is a work of art. 1 stunning bathrooms grace this 0.1-acre estate. Fall in love with unique features like basic tile floors, vinyl siding, simple appliances, modest kitchen, standard windows. Remarkably accessible at $150,000."
154700.0,2,1.0,988,0.12,"['standard windows', 'simple appliances', 'basic tile floors', 'vinyl siding', 'basic lighting', 'modest kitchen']","A home that truly has it all! This serene 2-bedroom property is a game-changer. Situated in a desirable subdivision, the 988 square foot layout maximizes every square inch. 1 beautifully designed bathrooms grace this 0.1-acre retreat. Fall in love with exceptional features such as modest kitchen, basic tile floors, vinyl siding. An incredible value at $154,700.0."
302300.0,5,3.0,2062,0.23,"['modern lighting', 'nice appliances', 'hardwood floors', 'energy-efficient windows', 'basic landscaping', 'functional storage', 'updated kitchen', 'ceiling fans']","A rare find has arrived! This elegant 5-bedroom residence redefines home living. Commanding a prime location in a waterfront community, the 2062 square foot layout is pure inspiration. 3 carefully designed bathrooms and a 0.2-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as modern lighting, basic landscaping, hardwood floors, functional storage. An unbelievable value at $302,300.0."
329000.0,3,1.5,1453,0.38,"['modern lighting', 'nice appliances', 'functional storage', 'ceiling fans', 'energy-efficient windows', 'hardwood floors', 'basic landscaping']","Your search for perfection ends here! This beautiful 3-bedroom home is simply incomparable. Located in a prime location, the 1453 square foot residence is a breath of fresh air. 1.5 elegantly appointed bathrooms complement the 0.4-acre grounds. Experience living at its finest with extraordinary features including energy-efficient windows, ceiling fans, nice appliances, hardwood floors, basic landscaping. An investment in your future at $329,000.0."
206500.0,2,1.5,976,0.05,"['functional storage', 'updated kitchen', 'modern lighting', 'basic landscaping', 'energy-efficient windows', 'hardwood floors', 'nice appliances', 'ceiling fans']","Perfection personified describes this serene 2-bedroom sanctuary. Located in a quiet cul-de-sac, this 976 square foot residence delivers on every level. With 1.5 well-designed bathrooms and a generous 0.1-acre lot, comfort meets sophistication. Indulge in exceptional amenities including nice appliances, functional storage, modern lighting, energy-efficient windows, updated kitchen. Your dream home awaits at just $206,500.0."
382900.0,4,2.5,1642,0.22,"['spa-like bathrooms', 'gourmet kitchen', 'energy-efficient systems', 'high-end appliances', 'custom lighting', 'outdoor living spaces', 'walk-in closets', 'professional landscaping', 'designer windows']","Your dream lifestyle starts here! This delightful 4-bedroom home is nothing short of spectacular. Perfectly positioned in a waterfront community, the 1642 square foot residence is a true standout. 2.5 designer bathrooms and a 0.2-acre lot create an unparalleled living experience. Be captivated by remarkable features including gourmet kitchen, designer windows, outdoor living spaces, energy-efficient systems, high-end appliances. An exceptional opportunity at $382,900.0."
152600.0,2,1.5,623,0.05,"['basic tile floors', 'modest kitchen', 'basic lighting', 'simple appliances']","Welcome home to elegance! This sophisticated 2-bedroom sanctuary redefines residential living. Proudly positioned in a tree-lined street, the 623 square foot home is a masterclass in design. 1.5 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including basic lighting, simple appliances, basic tile floors. An unparalleled opportunity at $152,600.0."
288800.0,2,1.0,1264,0.23,"['hardwood floors', 'functional storage', 'basic landscaping', 'updated kitchen', 'energy-efficient windows', 'ceiling fans', 'modern lighting']","Discover a impressive 2-bedroom home that truly stands out in this golf course adjacent. Spanning 1264 square feet on a 0.2-acre lot, this property offers 1 bathrooms and unparalleled charm. Standout features include updated kitchen, basic landscaping, modern lighting. Priced at $288,800.0, this home represents an extraordinary opportunity for discerning buyers."
182700.0,2,1.0,785,0.05,"['basic lighting', 'modest kitchen', 'basic tile floors']","Your search for perfection ends here! This modern 2-bedroom home is simply incomparable. Located in a quiet cul-de-sac, the 785 square foot residence is a breath of fresh air. 1 elegantly appointed bathrooms complement the 0.1-acre grounds. Experience living at its finest with extraordinary features including basic tile floors, modest kitchen, basic lighting. An investment in your future at $182,700.0."
228500.0,2,1.0,1106,0.08,"['ceiling fans', 'functional storage', 'nice appliances', 'basic landscaping', 'updated kitchen']","Prepare for love at first sight with this beautiful 2-bedroom retreat. Tucked away in a prime location, the 1106 square foot home is a sanctuary of modern design. 1 thoughtfully designed bathrooms complement the expansive 0.1-acre property. Discover exceptional living through features like nice appliances, ceiling fans, functional storage. An unbeatable value at $228,500.0."
302200.0,3,2.0,1121,0.14,"['modern lighting', 'ceiling fans', 'hardwood floors', 'updated kitchen', 'energy-efficient windows']","Discover your personal oasis in this serene 3-bedroom haven. Strategically located in a historic district, the 1121 square foot home is a breath of fresh air. 2 meticulously crafted bathrooms and a 0.1-acre lot offer the ultimate in privacy and comfort. Distinctive touches like energy-efficient windows, hardwood floors, ceiling fans, modern lighting set this property apart. Remarkably priced at $302,200.0."
210200.0,3,1.5,1302,0.15,"['hardwood floors', 'ceiling fans', 'basic landscaping', 'functional storage', 'nice appliances', 'energy-efficient windows', 'modern lighting', 'updated kitchen']","Introducing a home that checks every box! This beautiful 3-bedroom property is a true showstopper. Perfectly situated in a tree-lined street, the 1302 square foot home is a work of art. 1.5 stunning bathrooms grace this 0.1-acre estate. Fall in love with unique features like updated kitchen, nice appliances, ceiling fans, basic landscaping. Remarkably accessible at $210,200.0."
254300.0,3,2.0,1093,0.26,"['basic landscaping', 'hardwood floors', 'energy-efficient windows', 'updated kitchen', 'modern lighting', 'nice appliances', 'functional storage']","Prepare to be impressed by this delightful home that seamlessly blends comfort and style. Boasting 3 bedrooms, 2 bathrooms, and 1093 square feet of thoughtfully designed space, this riverside setting property sits on a 0.3-acre lot that promises privacy and potential. Unique features such as modern lighting, hardwood floors, basic landscaping, updated kitchen set this home apart. Offered at $254,300.0, this is an investment in your future."
443500.0,3,1.5,1249,0.25,"['smart home features', 'gourmet kitchen', 'walk-in closets', 'high-end appliances', 'spa-like bathrooms', 'hardwood floors', 'designer windows', 'energy-efficient systems', 'custom lighting', 'professional landscaping', 'outdoor living spaces']","Architectural brilliance meets everyday comfort in this luxurious 3-bedroom masterpiece. Commanding a prime spot in a urban oasis, the 1249 square foot residence speaks volumes. 1.5 designer bathrooms and a 0.2-acre lot create the ultimate living environment. Be captivated by unique elements such as gourmet kitchen, designer windows, spa-like bathrooms, high-end appliances. Exclusively available at $443,500.0."
235400.0,2,1.0,800,0.1,"['updated kitchen', 'modern lighting', 'energy-efficient windows', 'ceiling fans', 'functional storage', 'basic landscaping']","Architectural brilliance meets everyday comfort in this stunning 2-bedroom masterpiece. Commanding a prime spot in a peaceful neighborhood, the 800 square foot residence speaks volumes. 1 designer bathrooms and a 0.1-acre lot create the ultimate living environment. Be captivated by unique elements such as basic landscaping, modern lighting, ceiling fans. Exclusively available at $235,400.0."
414300.0,3,2.0,1591,0.36,"['walk-in closets', 'professional landscaping', 'spa-like bathrooms', 'hardwood floors', 'smart home features', 'custom lighting', 'outdoor living spaces', 'designer windows', 'high-end appliances', 'gourmet kitchen', 'energy-efficient systems']","Prepare to be impressed by this exceptional home that seamlessly blends comfort and style. Boasting 3 bedrooms, 2 bathrooms, and 1591 square feet of thoughtfully designed space, this sought-after community property sits on a 0.4-acre lot that promises privacy and potential. Unique features such as designer windows, gourmet kitchen, outdoor living spaces, custom lighting, hardwood floors set this home apart. Offered at $414,300.0, this is an investment in your future."
188700.0,2,1.0,977,0.05,"['basic tile floors', 'simple appliances', 'basic lighting', 'modest kitchen']","Experience luxury reimagined in this elegant 2-bedroom marvel. Situated in a riverside setting, the 977 square foot floor plan maximizes both style and function. Featuring 1 bathrooms and a sprawling 0.1-acre setting, every detail has been meticulously crafted. Standout characteristics include basic tile floors, modest kitchen, basic lighting, simple appliances. Your lifestyle upgrade awaits at $188,700.0."
366600.0,5,3.0,2098,0.15,"['outdoor living spaces', 'custom lighting', 'high-end appliances', 'gourmet kitchen', 'hardwood floors', 'smart home features', 'walk-in closets', 'designer windows', 'spa-like bathrooms']","Welcome to your dream home! This exceptional 5-bedroom residence redefines modern living. With 3 meticulously designed bathrooms and 2098 square feet of living space, every inch has been carefully considered. The 0.1-acre lot provides ample room for your lifestyle. Highlights include spa-like bathrooms, walk-in closets, designer windows, outdoor living spaces. At $366,600.0, this home is a rare find you won't want to miss."
527900.0,4,2.0,1817,0.44,"['outdoor living spaces', 'smart home features', 'spa-like bathrooms', 'hardwood floors', 'custom lighting', 'professional landscaping', 'energy-efficient systems', 'gourmet kitchen', 'designer windows']","Welcome home to elegance! This classic 4-bedroom sanctuary redefines residential living. Proudly positioned in a waterfront community, the 1817 square foot home is a masterclass in design. 2 spa-like bathrooms complement the expansive 0.4-acre grounds. Be impressed by premium features including designer windows, outdoor living spaces, professional landscaping, gourmet kitchen, hardwood floors. An unparalleled opportunity at $527,900.0."
150000.0,2,1.0,739,0.22,"['vinyl siding', 'basic tile floors', 'modest kitchen', 'simple appliances', 'standard windows']","Your search ends here! This modern 2-bedroom masterpiece is a testament to refined living. Nestled in a prime location, the 739 square foot home boasts 1 perfectly appointed bathrooms. The 0.2-acre property offers both elegance and functionality. Elevate your lifestyle with features like modest kitchen, basic tile floors, simple appliances, standard windows, vinyl siding. Competitively priced at $150,000, this home won't last long."
215600.0,2,1.0,1293,0.12,"['updated kitchen', 'ceiling fans', 'modern lighting', 'functional storage', 'nice appliances', 'basic landscaping', 'energy-efficient windows']","Your search for perfection ends here! This elegant 2-bedroom home is simply incomparable. Located in a scenic enclave, the 1293 square foot residence is a breath of fresh air. 1 elegantly appointed bathrooms complement the 0.1-acre grounds. Experience living at its finest with extraordinary features including functional storage, modern lighting, nice appliances. An investment in your future at $215,600.0."
373600.0,3,1.5,1300,0.1,"['walk-in closets', 'professional landscaping', 'spa-like bathrooms', 'gourmet kitchen', 'hardwood floors', 'designer windows', 'high-end appliances']","A true gem has arrived! This beautiful 3-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a suburban retreat, the property spans 1300 square feet of pure inspiration. 1.5 bathrooms provide both luxury and practicality on a 0.1-acre canvas. Distinguished by professional landscaping, designer windows, walk-in closets, high-end appliances, gourmet kitchen, this home transcends ordinary expectations. Incredibly priced at $373,600.0, opportunity knocks."
273400.0,3,2.0,1260,0.11,"['energy-efficient windows', 'hardwood floors', 'modern lighting', 'updated kitchen', 'basic landscaping', 'functional storage', 'ceiling fans']","Your search ends here! This pristine 3-bedroom masterpiece is a testament to refined living. Nestled in a urban oasis, the 1260 square foot home boasts 2 perfectly appointed bathrooms. The 0.1-acre property offers both elegance and functionality. Elevate your lifestyle with features like energy-efficient windows, basic landscaping, functional storage. Competitively priced at $273,400.0, this home won't last long."
